assembly_id	label	label_source	taxid	num_SCG_hits	uniq_SCG_hits	perc_comp	perc_redund	num_SCG_hits_after_len_filt	in_final_tree	NCBI_domain	NCBI_phylum	NCBI_class	NCBI_order	NCBI_family	NCBI_genus	NCBI_species
GCF_000317795.1	GCF_000317795.1_Archaea_Thermoproteota_Thermoprotei_Caldisphaera_lagunensis_DSM_15908	NCBI	1056495	15	15	93.75	0.00	9	Yes	Archaea	Thermoproteota	Thermoprotei	Acidilobales	Caldisphaeraceae	Caldisphaera	Caldisphaera lagunensis
GCF_000317835.1	GCF_000317835.1_Bacteria_Deinococcota_Deinococci_Deinococcus_peraridilitoris_DSM_19664	NCBI	937777	14	14	87.50	0.00	14	Yes	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus peraridilitoris
GCF_000317975.2	GCF_000317975.2_Bacteria_Bacillota_Bacilli_Carnobacterium_maltaromaticum_LMA28	NCBI	1234679	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium maltaromaticum
GCF_000319245.1	GCF_000319245.1_Bacteria_Pseudomonadota_Betaproteobacteria_Candidatus_Kinetoplastibacterium_blastocrithidii	NCBI	1208923	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	NA	NA	Candidatus Kinetoplastibacterium	Candidatus Kinetoplastibacterium blastocrithidii
GCF_000319575.2	GCF_000319575.2_Bacteria_Pseudomonadota_Gammaproteobacteria_Spiribacter_salinus_M19-40	NCBI	1260251	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter salinus
GCF_000321415.2	GCF_000321415.2_Bacteria_Pseudomonadota_Gammaproteobacteria_Thioalkalivibrio_nitratireducens_DSM_14787	NCBI	1255043	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Thioalkalivibrio	Thioalkalivibrio nitratireducens
GCF_000325665.1	GCF_000325665.1_Bacteria_Spirochaetota_Spirochaetia_Brachyspira_pilosicoli_P43_6_78	NCBI	1042417	12	12	75.00	0.00	12	Yes	Bacteria	Spirochaetota	Spirochaetia	Brachyspirales	Brachyspiraceae	Brachyspira	Brachyspira pilosicoli
GCF_000325705.1	GCF_000325705.1_Bacteria_Bacteroidota_Cytophagia_Echinicola_vietnamensis_DSM_17526	NCBI	926556	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Cytophagia	Cytophagales	Cyclobacteriaceae	Echinicola	Echinicola vietnamensis
GCF_000325745.1	GCF_000325745.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Liberibacter_crescens_BT-1	NCBI	1215343	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Liberibacter	Liberibacter crescens
GCF_000327045.1	GCF_000327045.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Thioflavicoccus_mobilis_8321	NCBI	765912	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Chromatiaceae	Thioflavicoccus	Thioflavicoccus mobilis
GCF_000327485.1	GCF_000327485.1_Archaea_Euryarchaeota_Methanomicrobia_Methanoregula_formicica_SMSP	NCBI	593750	14	14	87.50	0.00	10	Yes	Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	Methanoregula formicica
GCF_000328625.1	GCF_000328625.1_Bacteria_Bacillota_Clostridia_Halobacteroides_halobius_DSM_5150	NCBI	748449	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroides	Halobacteroides halobius
GCF_000328665.1	GCF_000328665.1_Archaea_Euryarchaeota_Methanomicrobia_Methanomethylovorans_hollandica_DSM_15978	NCBI	867904	15	15	93.75	0.00	8	Yes	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	Methanomethylovorans hollandica
GCF_000328685.1	GCF_000328685.1_Archaea_Euryarchaeota_Halobacteria_Natronococcus_occultus_SP4	NCBI	694430	15	14	93.75	6.25	7	Yes	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Natronococcus	Natronococcus occultus
GCF_000328705.1	GCF_000328705.1_Bacteria_Actinomycetota_Actinomycetes_Saccharothrix_espanaensis_type_strain_DSM_44229	NCBI	1179773	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Pseudonocardiales	Pseudonocardiaceae	Saccharothrix	Saccharothrix espanaensis
GCF_000328725.1	GCF_000328725.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasmopsis_cynos_C142	NCBI	1246955	14	14	87.50	0.00	12	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasmopsis	Mycoplasmopsis cynos
GCF_000328765.2	GCF_000328765.2_Bacteria_Bacillota_Clostridia_Tepidanaerobacter_acetatoxydans_Re1	NCBI	1209989	13	13	81.25	0.00	13	Yes	Bacteria	Bacillota	Clostridia	Thermosediminibacterales	Tepidanaerobacteraceae	Tepidanaerobacter	Tepidanaerobacter acetatoxydans
GCF_000330885.1	GCF_000330885.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Rhizobium_tropici_CIAT_899	NCBI	698761	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Rhizobium	Rhizobium tropici
GCF_000331735.1	GCF_000331735.1_Bacteria_Myxococcota_Myxococcia_Myxococcus_stipitatus_DSM_14675	NCBI	1278073	14	14	87.50	0.00	13	Yes	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Myxococcus	Myxococcus stipitatus
GCF_000331995.1	GCF_000331995.1_Bacteria_Bacillota_Clostridia_Thermoclostridium_stercorarium_DSM_8532	NCBI	1121335	14	14	87.50	0.00	13	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Oscillospiraceae	Thermoclostridium	Thermoclostridium stercorarium
GCF_000332115.1	GCF_000332115.1_Bacteria_Bacteroidota_Flavobacteriia_Nonlabens_dokdonensis_DSW-6	NCBI	592029	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Nonlabens	Nonlabens dokdonensis
GCF_000340435.2	GCF_000340435.2_Bacteria_Actinomycetota_Actinomycetes_Mycobacterium_haemophilum_ATCC_29548	NCBI	1202450	14	14	87.50	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium haemophilum
GCF_000340885.1	GCF_000340885.1_Bacteria_Bacillota_Clostridia_Clostridium_saccharoperbutylacetonicum_N1-4_HMT	NCBI	931276	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharoperbutylacetonicum
GCF_000341345.1	GCF_000341345.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_halotolerans_YIM_70093_=_DSM_44683	NCBI	1121362	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium halotolerans
GCF_000341355.1	GCF_000341355.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bartonella_australis_AUST_NH1	NCBI	1094489	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella australis
GCF_000341385.1	GCF_000341385.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bartonella_vinsonii_Winnie	NCBI	1094497	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Bartonellaceae	Bartonella	Bartonella vinsonii
GCF_000341395.1	GCF_000341395.1_Bacteria_Thermodesulfobacteriota_Desulfobulbia_Desulfocapsa_sulfexigens_DSM_10523	NCBI	1167006	14	14	87.50	0.00	14	Yes	Bacteria	Thermodesulfobacteriota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	Desulfocapsa sulfexigens
GCF_000344785.1	GCF_000344785.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_callunae_DSM_20147	NCBI	1121353	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium callunae
GCF_000344805.1	GCF_000344805.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Bradyrhizobium_oligotrophicum_S58	NCBI	1245469	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Nitrobacteraceae	Bradyrhizobium	Bradyrhizobium oligotrophicum
GCF_000347595.1	GCF_000347595.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Bibersteinia_trehalosi_USDA-ARS-USMARC-192	NCBI	1171377	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Bibersteinia	Bibersteinia trehalosi
GCF_000347635.1	GCF_000347635.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Paraglaciecola_psychrophila_170	NCBI	1129794	13	13	81.25	0.00	13	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Paraglaciecola	Paraglaciecola psychrophila
GCF_000347695.1	GCF_000347695.1_Bacteria_Actinomycetota_Actinomycetes_Bifidobacterium_thermophilum_RBL67	NCBI	1254439	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Bifidobacteriales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium thermophilum
GCF_000348725.1	GCF_000348725.1_Bacteria_Bdellovibrionota_Bdellovibrionia_Pseudobdellovibrio_exovorus_JSS	NCBI	1184267	13	13	81.25	0.00	13	Yes	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Pseudobdellovibrionaceae	Pseudobdellovibrio	Pseudobdellovibrio exovorus
GCF_000348805.1	GCF_000348805.1_Bacteria_Bacteroidota_Flavobacteriia_Blattabacterium_cuenoti_BPAA	NCBI	1229512	14	14	87.50	0.00	13	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Blattabacteriaceae	Blattabacterium	Blattabacterium cuenoti
GCF_000349975.1	GCF_000349975.1_Bacteria_Campylobacterota_Epsilonproteobacteria_Helicobacter_cinaedi_ATCC_BAA-847	NCBI	537971	13	13	81.25	0.00	12	Yes	Bacteria	Campylobacterota	Epsilonproteobacteria	Campylobacterales	Helicobacteraceae	Helicobacter	Helicobacter cinaedi
GCF_000354175.2	GCF_000354175.2_Bacteria_Pseudomonadota_Gammaproteobacteria_Vibrio_alginolyticus_ATCC_17749	NCBI	1219076	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio alginolyticus
GCF_000355675.1	GCF_000355675.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Thalassolituus_oleivorans_MIL-1	NCBI	1298593	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Thalassolituus	Thalassolituus oleivorans
GCF_000355765.4	GCF_000355765.4_Bacteria_Pseudomonadota_Betaproteobacteria_Nitrosospira_lacus_APG3	NCBI	1288494	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosospira	Nitrosospira lacus
GCF_000367205.1	GCF_000367205.1_Bacteria_Actinomycetota_Actinomycetes_Cutibacterium_avidum_44067	NCBI	1170318	14	14	87.50	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Propionibacteriales	Propionibacteriaceae	Cutibacterium	Cutibacterium avidum
GCF_000376545.2	GCF_000376545.2_Bacteria_Pseudomonadota_Alphaproteobacteria_Tritonibacter_mobilis_F1926	NCBI	1265309	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Tritonibacter	Tritonibacter mobilis
GCF_000376585.1	GCF_000376585.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Wolbachia_endosymbiont_of_Drosophila_simulans_wNo	NCBI	1236908	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Wolbachia	Wolbachia endosymbiont of Drosophila simulans
GCF_000376645.1	GCF_000376645.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Mannheimia_haemolytica_M42548	NCBI	1316932	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pasteurellales	Pasteurellaceae	Mannheimia	Mannheimia haemolytica
GCF_000380335.1	GCF_000380335.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Azotobacter_vinelandii_CA	NCBI	1283330	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii
GCF_000385565.1	GCF_000385565.1_Archaea_Euryarchaeota_Archaeoglobi_Archaeoglobus_sulfaticallidus_PM70-1	NCBI	387631	15	15	93.75	0.00	9	Yes	Archaea	Euryarchaeota	Archaeoglobi	Archaeoglobales	Archaeoglobaceae	Archaeoglobus	Archaeoglobus sulfaticallidus
GCF_000385925.1	GCF_000385925.1_Bacteria_Bacillota_Bacilli_Streptococcus_cristatus_AS_1.3089	NCBI	1302863	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus cristatus
GCF_000389635.1	GCF_000389635.1_Bacteria_Bacillota_Clostridia_Clostridium_pasteurianum_BC1	NCBI	86416	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium pasteurianum
GCF_000397205.1	GCF_000397205.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonas_protegens_CHA0	NCBI	1124983	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas protegens
GCF_000400935.1	GCF_000400935.1_Bacteria_Mycoplasmatota_Mollicutes_Spiroplasma_chrysopicola_DF-1	NCBI	1276227	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma chrysopicola
GCF_000400955.1	GCF_000400955.1_Bacteria_Mycoplasmatota_Mollicutes_Spiroplasma_syrphidicola_EA-1	NCBI	1276229	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma syrphidicola
GCF_000412695.1	GCF_000412695.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Pseudomonas_resinovorans_NBRC_106553	NCBI	1245471	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas resinovorans
GCF_000418365.1	GCF_000418365.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_terpenotabidum_Y-11	NCBI	1200352	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium terpenotabidum
GCF_000422085.1	GCF_000422085.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Serratia_liquefaciens_ATCC_27592	NCBI	1346614	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Yersiniaceae	Serratia	Serratia liquefaciens
GCF_000439435.1	GCF_000439435.1_Bacteria_Mycoplasmatota_Mollicutes_Spiroplasma_taiwanense_CT-1	NCBI	1276220	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma taiwanense
GCF_000439455.1	GCF_000439455.1_Bacteria_Mycoplasmatota_Mollicutes_Spiroplasma_diminutum_CUAS-1	NCBI	1276221	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma diminutum
GCF_000442645.1	GCF_000442645.1_Bacteria_Actinomycetota_Actinomycetes_Corynebacterium_maris_DSM_45190	NCBI	1224163	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Corynebacteriaceae	Corynebacterium	Corynebacterium maris
GCF_000444875.1	GCF_000444875.1_Bacteria_Actinomycetota_Actinomycetes_Streptomyces_collinus_Tu_365	NCBI	1214242	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Kitasatosporales	Streptomycetaceae	Streptomyces	Streptomyces collinus
GCF_000444995.1	GCF_000444995.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Paracoccus_aminophilus_JCM_7686	NCBI	1367847	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Paracoccaceae	Paracoccus	Paracoccus aminophilus
GCF_000445425.4	GCF_000445425.4_Bacteria_Spirochaetota_Spirochaetia_Borrelia_miyamotoi_LB-2001	NCBI	1302858	14	14	87.50	0.00	14	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Borreliaceae	Borrelia	Borrelia miyamotoi
GCF_000447675.1	GCF_000447675.1_Bacteria_Spirochaetota_Spirochaetia_Treponema_pedis_T_A4	NCBI	1291379	14	14	87.50	0.00	14	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Treponemataceae	Treponema	Treponema pedis
GCF_000454045.1	GCF_000454045.1_Bacteria_Actinomycetota_Actinomycetes_Rhodococcus_erythropolis_CCM2595	NCBI	1136179	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus erythropolis
GCF_000455605.1	GCF_000455605.1_Bacteria_Bacteroidota_Flavobacteriia_Flavobacterium_indicum_GPTSA100-9	NCBI	1094466	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium indicum
GCF_000463355.1	GCF_000463355.1_Bacteria_Bacillota_Bacilli_Streptococcus_intermedius_B196	NCBI	862967	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus intermedius
GCF_000463505.1	GCF_000463505.1_Bacteria_Bacillota_Bacilli_Streptococcus_anginosus_C238	NCBI	862971	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus anginosus
GCF_000468615.2	GCF_000468615.2_Bacteria_Bacteroidota_Flavobacteriia_Cellulophaga_baltica_18	NCBI	1348584	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Cellulophaga	Cellulophaga baltica
GCF_000470655.1	GCF_000470655.1_Archaea_Euryarchaeota_Halobacteria_Halorhabdus_tiamatea_type_strain_SARL4B	NCBI	1033806	15	14	93.75	6.25	8	Yes	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Haloarculaceae	Halorhabdus	Halorhabdus tiamatea
GCF_000470775.1	GCF_000470775.1_Bacteria_Actinomycetota_Actinomycetes_Leifsonia_xyli_DSM_46306	NCBI	1389489	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Micrococcales	Microbacteriaceae	Leifsonia	Leifsonia xyli
GCF_000471025.2	GCF_000471025.2_Bacteria_Chlamydiota_Chlamydiia_Chlamydia_gallinacea_08-1274_3	NCBI	1143323	14	14	87.50	0.00	14	Yes	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae	Chlamydia	Chlamydia gallinacea
GCF_000473245.1	GCF_000473245.1_Bacteria_Bacillota_Bacilli_Bacillus_infantis_NRRL_B-14911	NCBI	1367477	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus infantis
GCF_000473995.1	GCF_000473995.1_Bacteria_Bacillota_Clostridia_Clostridium_saccharobutylicum_DSM_13864	NCBI	1345695	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium saccharobutylicum
GCF_000477415.1	GCF_000477415.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasma_parvum_Indiana	NCBI	1403316	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma parvum
GCF_000478885.1	GCF_000478885.1_Bacteria_Actinomycetota_Coriobacteriia_Adlercreutzia_equolifaciens_DSM_19450	NCBI	1384484	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Coriobacteriia	Eggerthellales	Eggerthellaceae	Adlercreutzia	Adlercreutzia equolifaciens
GCF_000484505.1	GCF_000484505.1_Bacteria_Bacillota_Clostridia_Clostridium_autoethanogenum_DSM_10061	NCBI	1341692	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Clostridiaceae	Clostridium	Clostridium autoethanogenum
GCF_000484535.1	GCF_000484535.1_Bacteria_Cyanobacteriota_Cyanophyceae_Gloeobacter_kilaueensis_JS1	NCBI	1183438	14	14	87.50	0.00	14	Yes	Bacteria	Cyanobacteriota	Cyanophyceae	Gloeobacterales	Gloeobacteraceae	Gloeobacter	Gloeobacter kilaueensis
GCF_000485905.1	GCF_000485905.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Spiribacter_curvatus_UAH-SP71	NCBI	1335757	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Spiribacter	Spiribacter curvatus
GCF_000493735.1	GCF_000493735.1_Bacteria_Bacillota_Bacilli_Carnobacterium_inhibens_WN1359	NCBI	1266845	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Carnobacteriaceae	Carnobacterium	Carnobacterium inhibens
GCF_000494755.1	GCF_000494755.1_Bacteria_Actinomycetota_Actinomycetes_Actinoplanes_friuliensis_DSM_7358	NCBI	1246995	13	13	81.25	0.00	12	Yes	Bacteria	Actinomycetota	Actinomycetes	Micromonosporales	Micromonosporaceae	Actinoplanes	Actinoplanes friuliensis
GCF_000495935.2	GCF_000495935.2_Bacteria_Bacteroidota_Flavobacteriia_Elizabethkingia_anophelis_NUHP1	NCBI	1338011	14	14	87.50	0.00	14	Yes	Bacteria	Bacteroidota	Flavobacteriia	Flavobacteriales	Weeksellaceae	Elizabethkingia	Elizabethkingia anophelis
GCF_000497525.1	GCF_000497525.1_Bacteria_Bacillota_Bacilli_Bacillus_thuringiensis_YBT-1518	NCBI	529122	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus thuringiensis
GCF_000500935.1	GCF_000500935.1_Bacteria_Mycoplasmatota_Mollicutes_Spiroplasma_apis_B31	NCBI	1276258	14	14	87.50	0.00	14	Yes	Bacteria	Mycoplasmatota	Mollicutes	Entomoplasmatales	Spiroplasmataceae	Spiroplasma	Spiroplasma apis
GCF_000503895.1	GCF_000503895.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Hyphomicrobium_nitrativorans_NL23	NCBI	1029756	14	14	87.50	0.00	13	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Hyphomicrobium	Hyphomicrobium nitrativorans
GCF_000504125.1	GCF_000504125.1_Bacteria_Bacillota_Bacilli_Enterococcus_mundtii_QU25	NCBI	1300150	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Bacilli	Lactobacillales	Enterococcaceae	Enterococcus	Enterococcus mundtii
GCF_000507245.1	GCF_000507245.1_Bacteria_Spirochaetota_Spirochaetia_Salinispira_pacifica_L21-RPul-D2	NCBI	1307761	14	14	87.50	0.00	13	Yes	Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Salinispira	Salinispira pacifica
GCF_000508225.1	GCF_000508225.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Ehrlichia_muris_AS145	NCBI	1423892	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rickettsiales	Anaplasmataceae	Ehrlichia	Ehrlichia muris
GCF_000508245.1	GCF_000508245.1_Bacteria_Mycoplasmatota_Mollicutes_Mycoplasma_ovis_Michigan	NCBI	1415773	14	14	87.50	0.00	13	Yes	Bacteria	Mycoplasmatota	Mollicutes	Mycoplasmatales	Mycoplasmataceae	Mycoplasma	Mycoplasma ovis
GCF_000511305.1	GCF_000511305.1_Bacteria_Actinomycetota_Actinomycetes_Rhodococcus_pyridinivorans_SB3094	NCBI	1435356	14	14	87.50	0.00	14	Yes	Bacteria	Actinomycetota	Actinomycetes	Mycobacteriales	Nocardiaceae	Rhodococcus	Rhodococcus pyridinivorans
GCF_000511355.1	GCF_000511355.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Leisingera_methylohalidivorans_DSM_14336_MB2	NCBI	999552	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Leisingera	Leisingera methylohalidivorans
GCF_000511385.1	GCF_000511385.1_Bacteria_Pseudomonadota_Alphaproteobacteria_Phaeobacter_gallaeciensis_DSM_26640	NCBI	1423144	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Rhodobacterales	Roseobacteraceae	Phaeobacter	Phaeobacter gallaeciensis
GCF_000512205.2	GCF_000512205.2_Bacteria_Pseudomonadota_Alphaproteobacteria_Sphingomonas_sanxanigenens_NX02	NCBI	1123269	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sanxanigenens
GCF_000512355.1	GCF_000512355.1_Bacteria_Pseudomonadota_Gammaproteobacteria_Legionella_oakridgensis_ATCC_33761_=_DSM_21215_OR-10	NCBI	1268635	14	14	87.50	0.00	14	Yes	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella oakridgensis
GCF_000512735.1	GCF_000512735.1_Bacteria_Aquificota_Aquificae_Thermocrinis_ruber_DSM_23557	NCBI	75906	14	14	87.50	0.00	14	Yes	Bacteria	Aquificota	Aquificae	Aquificales	Aquificaceae	Thermocrinis	Thermocrinis ruber
GCF_000512895.1	GCF_000512895.1_Bacteria_Bacillota_Clostridia_Dehalobacter_restrictus_PER-K23_DSM_9455	NCBI	871738	14	14	87.50	0.00	14	Yes	Bacteria	Bacillota	Clostridia	Eubacteriales	Desulfitobacteriaceae	Dehalobacter	Dehalobacter restrictus
